tfbs	motif_id	tx_id	gene_id	chr	start	end	RVG11_footprint	RVG1_footprint	RVG4_footprint	RVG11_bound	RVG1_bound	RVG4_bound	tfbs_bound_min2
Dlx4	MA0881.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566666	256566673	3.54345	2.51592	2.96145	1	1	1	yes
Dlx4	MA0881.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566487	256566494	3.75801	4.28569	3.68866	1	1	1	yes
Dlx4	MA0881.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566449	256566456	4.08692	4.80675	4.88804	1	1	1	yes
Dlx4	MA0881.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566357	256566364	2.90144	2.98508	3.71226	1	1	1	yes
Dlx4	MA0881.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566310	256566317	1.43322	1.25047	1.57821	0	0	0	no
BARX2	MA1471.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566594	256566605	3.58537	3.24692	3.37053	1	1	1	yes
BARX2	MA1471.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566784	256566795	1.10009	0.57877	0.27922	0	0	0	no
TFAP4	MA0691.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566421	256566430	4.09526	4.71426	4.88804	1	1	1	yes
TFAP4	MA0691.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566421	256566430	4.09526	4.71426	4.88804	1	1	1	yes
FOXC2	MA0846.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566546	256566557	3.32257	3.66394	3.13998	1	1	1	yes
FOXC2	MA0846.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566605	256566616	3.59537	2.73551	3.16727	1	1	1	yes
NFIX	MA0671.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566503	256566511	3.90702	4.95822	4.04789	1	1	1	yes
NFIX	MA0671.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566655	256566663	3.54345	2.9416	2.99044	1	1	1	yes
FOXI1	MA0042.2	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566608	256566614	3.59927	2.60282	3.13498	1	1	1	yes
POU6F1	MA0628.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566448	256566457	4.08529	4.80675	4.88804	1	1	1	yes
POU6F1	MA0628.1	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566448	256566457	4.08529	4.80675	4.88804	1	1	1	yes
MEIS1	MA0498.2	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566431	256566437	4.09526	4.80675	4.88804	1	1	1	yes
MEIS1	MA0498.2	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566515	256566521	3.27974	4.95822	4.04789	1	1	1	yes
MEIS1	MA0498.2	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566795	256566801	1.10009	0.5869	0.29955	0	0	0	no
MEIS1	MA0498.2	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566773	256566779	1.10009	0.56002	0.37546	0	0	0	no
MEIS1	MA0498.2	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566694	256566700	1.9893	1.71293	2.05163	0	0	0	no
MEIS1	MA0498.2	PER3_cvt9447-vQC_1	NA	scaffold-ma1	256566370	256566376	2.90144	3.0988	3.77798	1	1	1	yes
ELF5	MA0136.2	PER34_cvt564-CTL	NA	scaffold-mi5	11652873	11652883	2.47172	3.1675	1.76065	1	1	0	yes
ELF5	MA0136.2	PER34_cvt564-CTL	NA	scaffold-mi5	11652707	11652717	1.65067	3.07242	1.3167	0	1	0	no
TBX3	MA1566.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652684	11652693	1.6416	2.95433	1.3167	0	1	0	no
TBX3	MA1566.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652843	11652852	3.63953	4.57362	1.9439	1	1	0	yes
TBX3	MA1566.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652838	11652847	3.65158	5.00403	2.05919	1	1	0	yes
TBX3	MA1566.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652833	11652842	3.65398	5.07522	2.12836	1	1	0	yes
TBX3	MA1566.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652828	11652837	3.65398	5.07522	2.14979	1	1	0	yes
TBX3	MA1566.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652746	11652755	2.24882	3.5431	1.75184	0	1	0	no
RORA	MA0071.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652688	11652697	1.6416	2.95433	1.3167	0	1	0	no
RORA	MA0071.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652777	11652786	3.16933	4.20132	2.42676	1	1	0	yes
FIGLA	MA0820.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652901	11652910	1.93424	2.37775	1.84346	0	1	0	no
NFIX	MA0671.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652756	11652764	2.66465	3.88106	2.07416	1	1	0	yes
NFIX	MA0671.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652819	11652827	3.63347	5.07522	2.19267	1	1	0	yes
NFIX	MA0671.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652882	11652890	1.99937	3.16559	1.75955	0	1	0	no
NFIX	MA0671.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652905	11652913	1.93424	2.37994	1.85872	0	1	0	no
NFIX	MA0671.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652755	11652763	2.60294	3.79601	2.01683	1	1	0	yes
MEIS1	MA0498.2	PER34_cvt564-CTL	NA	scaffold-mi5	11652892	11652898	1.48071	2.90054	1.48122	0	1	0	no
Bhlha15	MA0607.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652902	11652909	1.93424	2.37854	1.84955	0	1	0	no
Bhlha15	MA0607.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652902	11652909	1.93424	2.37854	1.84955	0	1	0	no
NR4A2	MA0160.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652691	11652698	1.6416	2.95433	1.3167	0	1	0	no
NR4A2	MA0160.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652882	11652889	2.04327	3.1675	1.76065	0	1	0	no
NR4A2	MA0160.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652898	11652905	1.87493	2.3435	1.72827	0	0	0	no
NR4A2	MA0160.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652776	11652783	3.11692	4.20132	2.42676	1	1	0	yes
Arid3a	MA0151.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652916	11652921	1.93424	2.37994	1.85872	0	1	0	no
NR4A1	MA1112.2	PER34_cvt564-CTL	NA	scaffold-mi5	11652879	11652890	2.09102	3.16611	1.75985	0	1	0	no
NR4A1	MA1112.2	PER34_cvt564-CTL	NA	scaffold-mi5	11652765	11652776	2.85751	4.20132	2.42522	1	1	0	yes
ZNF341	MA1655.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652815	11652826	3.56049	5.07522	2.19267	1	1	0	yes
SOX9	MA0077.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652682	11652690	1.6416	2.95433	1.3167	0	1	0	no
SOX9	MA0077.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652889	11652897	1.54681	3.0059	1.57797	0	1	0	no
NFATC1	MA0624.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652707	11652716	1.64832	3.07242	1.3167	0	1	0	no
NFATC1	MA0624.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652873	11652882	2.4978	3.1675	1.76065	1	1	0	yes
NFATC1	MA0624.1	PER34_cvt564-CTL	NA	scaffold-mi5	11652825	11652834	3.65398	5.07522	2.17123	1	1	0	yes
FOXO3	MA0157.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556794	169556801	0.85009	1.69777	0.99069	0	0	0	no
FOXO3	MA0157.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556880	169556887	1.39976	3.87328	3.36728	0	1	1	yes
FOXO3	MA0157.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557495	169557502	3.28206	5.75232	6.99968	1	1	1	yes
Bhlha15	MA0607.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557425	169557432	3.97547	5.98243	8.89972	1	1	1	yes
Bhlha15	MA0607.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557461	169557468	3.68349	5.85865	6.94616	1	1	1	yes
Bhlha15	MA0607.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557565	169557572	2.04822	4.18052	4.15056	0	1	1	yes
Bhlha15	MA0607.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557461	169557468	3.68349	5.85865	6.94616	1	1	1	yes
RORC	MA1151.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557634	169557645	1.27103	0.98024	1.92338	0	0	0	no
RORC	MA1151.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557217	169557228	1.27962	1.39063	1.47895	0	0	0	no
EHF	MA0598.3	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556978	169556992	1.75161	4.79293	2.67924	0	1	1	yes
NR4A2	MA0160.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557216	169557223	1.18938	1.2308	1.40832	0	0	0	no
NR4A2	MA0160.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556768	169556775	0.85009	1.4452	0.77321	0	0	0	no
PITX2	MA1547.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557159	169557166	0.83903	0.82017	1.32768	0	0	0	no
PITX2	MA1547.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557222	169557229	1.38497	1.56095	1.56785	0	0	0	no
PITX2	MA1547.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557267	169557274	2.15476	2.64976	3.74615	0	1	1	yes
PITX2	MA1547.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557555	169557562	2.15934	4.26901	4.41404	0	1	1	yes
PITX2	MA1547.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556994	169557001	1.44585	2.90968	1.83188	0	1	0	no
FOXI1	MA0042.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556794	169556800	0.85009	1.69777	0.9885	0	0	0	no
MEIS1	MA0498.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556916	169556922	1.81914	4.8755	3.36235	0	1	1	yes
MEIS1	MA0498.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557179	169557185	1.09578	1.22744	1.40832	0	0	0	no
MEIS1	MA0498.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557570	169557576	1.94635	3.88481	3.74848	0	1	1	yes
MEIS1	MA0498.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557538	169557544	2.82706	5.58022	5.79907	1	1	1	yes
MEIS1	MA0498.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557400	169557406	4.09697	7.06413	8.89972	1	1	1	yes
MEIS1	MA0498.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556836	169556842	1.01623	3.56738	3.23451	0	1	1	yes
ZBTB6	MA1581.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557230	169557242	1.67272	2.12918	2.23817	0	0	0	no
CTCF	MA0139.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557665	169557683	1.50781	0.98632	2.15836	0	0	0	no
RORA	MA0071.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557636	169557645	1.27857	0.95982	1.95962	0	0	0	no
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556820	169556828	0.86177	2.37565	1.77648	0	1	0	no
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557284	169557292	2.57185	2.90285	3.79711	1	1	1	yes
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557332	169557340	3.29345	5.99141	6.3844900000000004	1	1	1	yes
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557389	169557397	3.87177	6.00643	7.36572	1	1	1	yes
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557471	169557479	3.43311	5.85865	6.95954	1	1	1	yes
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557509	169557517	2.94139	5.23558	5.96206	1	1	1	yes
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557692	169557700	0.98337	1.04785	1.43176	0	0	0	no
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557704	169557712	0.98337	1.02613	1.3988	0	0	0	no
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557674	169557682	1.50872	0.96901	2.15836	0	0	0	no
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557445	169557453	3.72807	5.85865	6.91489	1	1	1	yes
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557308	169557316	2.88261	3.58682	3.849	1	1	1	yes
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557289	169557297	2.60817	2.9129	3.79711	1	1	1	yes
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556999	169557007	1.48133	2.7693	1.66856	0	1	0	no
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556987	169556995	1.52667	4.15224	2.48576	0	1	1	yes
NFIX	MA0671.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556859	169556867	1.36486	3.98771	3.39834	0	1	1	yes
KLF16	MA0741.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557500	169557510	3.28206	5.75232	6.90664	1	1	1	yes
SOX9	MA0077.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557393	169557401	3.95296	6.60423	8.00071	1	1	1	yes
SOX9	MA0077.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557492	169557500	3.28206	5.78163	6.99968	1	1	1	yes
SOX9	MA0077.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557543	169557551	2.76361	5.19717	4.9307	1	1	1	yes
SOX9	MA0077.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557625	169557633	1.11831	1.12698	1.72145	0	0	0	no
SOX9	MA0077.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557489	169557497	3.28206	5.81331	6.99968	1	1	1	yes
SOX9	MA0077.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557173	169557181	1.07531	1.15839	1.34792	0	0	0	no
SOX9	MA0077.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556882	169556890	1.39574	3.74773	3.32755	0	1	1	yes
ZNF652	MA1657.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557152	169557163	0.68355	0.82017	1.32768	0	0	0	no
BARX2	MA1471.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557555	169557566	2.1569	4.25697	4.40571	0	1	1	yes
BARX2	MA1471.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557267	169557278	2.18214	2.64976	3.76468	0	1	1	yes
FIGLA	MA0820.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557580	169557589	1.89317	2.43947	2.76968	0	1	1	yes
FIGLA	MA0820.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557580	169557589	1.89317	2.43947	2.76968	0	1	1	yes
FIGLA	MA0820.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557037	169557046	1.42303	2.46952	1.63581	0	1	0	no
ERF	MA0760.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557255	169557264	2.15476	2.62468	3.04091	0	1	1	yes
ELF5	MA0136.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556971	169556981	1.83886	5.17674	2.72978	0	1	1	yes
ELF5	MA0136.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557100	169557110	0.68874	0.80733	1.23299	0	0	0	no
ELF5	MA0136.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557596	169557606	1.74237	1.92938	2.67668	0	0	1	no
ELF5	MA0136.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557255	169557265	2.15476	2.62616	3.06209	0	1	1	yes
ELF5	MA0136.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557083	169557093	0.6986	1.0603	1.06621	0	0	0	no
ELF5	MA0136.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556980	169556990	1.79488	4.91343	2.72161	0	1	1	yes
ELF5	MA0136.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556925	169556935	1.84546	4.86534	3.36235	0	1	1	yes
ELF5	MA0136.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556809	169556819	0.83098	1.81793	1.27057	0	0	0	no
TBX3	MA1566.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557273	169557282	2.2606	2.67106	3.79711	0	1	1	yes
TBX3	MA1566.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557294	169557303	2.60817	2.92498	3.79711	1	1	1	yes
TBX3	MA1566.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557672	169557681	1.51656	0.98361	2.15836	0	0	0	no
TBX3	MA1566.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557570	169557579	1.92863	3.60554	3.58772	0	1	1	yes
TBX3	MA1566.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557510	169557519	2.80799	5.22493	5.83823	1	1	1	yes
TBX3	MA1566.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557504	169557513	3.25731	5.69194	6.67324	1	1	1	yes
TBX3	MA1566.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557309	169557318	2.96195	3.64845	3.92745	1	1	1	yes
TBX3	MA1566.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557240	169557249	2.03386	2.55138	2.60786	0	1	1	yes
TBX3	MA1566.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557031	169557040	1.45573	2.60788	1.64313	0	1	0	no
ZNF341	MA1655.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556801	169556812	0.85009	1.74029	1.00524	0	0	0	no
FOXO4	MA0848.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556794	169556800	0.85009	1.69777	0.9885	0	0	0	no
FOXO4	MA0848.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556880	169556886	1.4016	3.98114	3.37183	0	1	1	yes
FOXO4	MA0848.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557496	169557502	3.28206	5.75232	6.99968	1	1	1	yes
FOXO4	MA0848.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557298	169557304	2.60817	2.94511	3.79711	1	1	1	yes
SOX10	MA0442.2	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557368	169557378	4.5498	6.35395	8.19694	1	1	1	yes
KLF11	MA1512.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557500	169557510	3.28206	5.75232	6.90664	1	1	1	yes
NFATC1	MA0624.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556809	169556818	0.8352	1.7989	1.24323	0	0	0	no
NFATC1	MA0624.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556815	169556824	0.81283	2.04141	1.53787	0	0	0	no
NFATC1	MA0624.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556925	169556934	1.84547	4.8755	3.36235	0	1	1	yes
